id,production_companies
14469,Village Roadshow Pictures
14469,Clipsal Films
34170,United Artists
34170,Trilogy Entertainment Group
34170,Majestic Films International
25147,Revolution Films
25147,PolyGram Filmed Entertainment
25147,British Broadcasting Corporation (BBC)
10549,Castle Rock Entertainment
10549,Turner Pictures (I)
9623,Columbia Pictures Corporation
26748,Castle Rock Entertainment
26748,Columbia Pictures Corporation
26748,Rio Dulce
36355,Universal Pictures
36355,The Bubble Factory
36355,American Films
18203,Rysher Entertainment
12606,Paramount Pictures
11525,New Line Cinema
9283,Miramax Films
9283,Woods Entertainment
14553,Fox Searchlight Pictures
14553,Recorded Picture Company (RPC)
14553,Jeremy Thomas Productions
14553,France 2 Cinéma
36915,New Line Cinema
36915,The Rank Organisation
36915,Ruddy Morgan Productions
36915,PVM Entertainment
36915,Savoy Pictures
10990,Metro-Goldwyn-Mayer (MGM)
11069,MCA/Universal Pictures
11069,Stampede Entertainment
11511,Touchstone Pictures
11511,Interscope Communications
6346,Imagine Entertainment
6346,Universal Pictures
6346,Davis Entertainment
10534,Hollywood Pictures
10534,Largo Entertainment
10534,Scott Free Productions
9099,Imagine Entertainment
9099,Universal Pictures
11229,The Kushner-Locke Company
11229,August Entertainment
11229,Multicom entertainment
10535,Hollywood Pictures
12656,Fine Line Features
12656,Jersey Films
43566,Caravan Pictures
43566,Hollywood Pictures
9826,Paramount Pictures
9826,Village Roadshow Pictures
9826,The Ladd Company
18975,New Line Cinema
18975,The Kushner-Locke Company
18975,Savoy Pictures
9536,Motion Picture Corporation of America (MPCA)
9536,3 Arts Entertainment
9536,Weasel Productions
17795,Warner Bros.
17795,Storyline Entertainment
17795,Peters Entertainment
2928,Turner Pictures
2928,Warner Bros.
2928,Alphaville Films
11306,Columbia Pictures
11306,Castle Rock Entertainment
11306,Simian Films
13997,Paramount Pictures
19042,Metro-Goldwyn-Mayer (MGM)
20759,20th Century Fox
1770,Warner Bros. Pictures
1770,Geffen Pictures
23945,Regency Enterprises
23945,Warner Bros.
16299,New Line Cinema
16299,Savoy Pictures
25189,TriStar Pictures
25189,Phoenix Pictures
9302,Cinergi Pictures Entertainment
9302,Touchstone Pictures
27681,Warner Home Video
27681,Disney Channel
27681,Columbia TriStar Home Entertainment
27681,Leucadia Film Corporation
42314,Twentieth Century Fox Film Corporation
42314,Jam Productions
42314,Chal Productions
19002,Renaissance Pictures
9450,Miramax Films
9450,Channel Four Films
9450,Prominent Features
26787,Jim Henson Productions
26787,Hallmark Entertainment
26787,Channel 4 Television
8052,Green Parrot
8052,Trinity Filmed Entertainment
8052,Rysher Entertainment
25518,NO_DATA
65595,NO_DATA
15691,Universal TV
15691,20th Century Fox Television
15691,BBC Worldwide
27845,NO_DATA
10690,Goldcrest Films International
10690,Peter Newman/Interal
10690,Mary Breen-Farrelly Productions
10690,Irish Film Industry
10690,Pachyderm Production
26949,New Line Cinema
26949,Dimitri Villard Productions
11107,Hollywood Pictures
11107,PolyGram Filmed Entertainment
11107,Island Pictures
18414,Paramount Pictures
18414,Lakeshore Entertainment
12709,Epithète Films
9306,New Line Cinema
16003,Filmteknik
12559,Walt Disney Pictures
12559,Caravan Pictures
25750,Dimension Films
10988,Marvin Worth Productions
10988,ABC Productions
10988,Warner Bros.
10988,Morgan Creek Productions
36344,Columbia Pictures
36344,Castle Rock Entertainment
24206,Newmarket Capital Group
24206,Cine Grande Corporation
24206,Filmline International
24206,Conquistador Entertainment
24206,Algonquin Productions Limited
17414,20th Century Fox
17414,Joe Wizan/Todd Black
2699,American Zoetrope
23570,Miramax Films
23570,The Chess Club
9568,Trimark Pictures
9568,Image Organization
25355,Dacia Films
25355,Canal+France
13891,Miramax Films
13891,Independent Pictures (II)
19287,Front Street Studios
16233,Troma Entertainment
23449,Caravan Pictures
23449,Hollywood Pictures
26422,Kasander & Wigman Productions
26422,Alpha Films
26422,Nederlands Fonds voor de Film
16448,Sony Pictures Classics
16448,Castle Rock Entertainment
16448,Pale Morning Dun
16448,All Night Productions
37702,NO_DATA
48580,Studio Images 2
48580,Alicéléo
17821,Trimark
27770,Trimark Pictures
38223,Paramount Pictures
38223,Rastar Pictures
38223,Nickelodeon Movies
28059,Castle Rock Entertainment
28059,Detour Filmproduction
12254,Meridian Broadcasting Ltd
51043,PolyGram Filmed Entertainment
32308,Universal Pictures
31908,Columbia Pictures
31908,Castle Rock Entertainment
15674,Showtime Networks
3065,Universal Pictures
3065,Best Brains
11962,NO_DATA
49763,Morgan Creek Productions
40001,TriStar Pictures
3587,Regency Enterprises
3587,Yorktown Productions
3587,Warner Bros.
17204,NO_DATA
10548,PolyGram Filmed Entertainment
10548,David Sonenberg Production
10548,Das Films
38366,NO_DATA
19963,Canal+
19963,Rézo Films
28121,New Line Cinema
28121,Savoy Pictures
98,DreamWorks SKG
98,Universal Pictures
98,Scott Free Productions
98,Red Wagon Entertainment
98,Mill Film
77,Summit Entertainment
77,Newmarket Capital Group
77,Team Todd
77,I Remember Productions
8871,Imagine Entertainment
8871,Universal Pictures
8358,DreamWorks SKG
8358,Twentieth Century Fox Film Corporation
8358,Playtone
8358,ImageMovers
107,Columbia Pictures Corporation
107,SKA Films
955,Paramount Pictures
955,Cruise/Wagner Productions
955,Munich Film Partners & Company (MFP) MI2 Productions
1636,Twentieth Century Fox Film Corporation
1636,Regency Enterprises
1636,KirchMedia
4247,Gold/Miller Productions
4247,Wayans Bros. Entertainment
4247,Dimension Films
4247,Brad Grey Pictures
11688,Walt Disney Pictures
11688,Walt Disney Feature Animation
3981,Paramount Pictures
3981,Centropolis Entertainment
3981,Icon Entertainment International
3981,Wind Dancer Productions
10567,Walt Disney Pictures
10567,Walt Disney Feature Animation
4327,Columbia Pictures
7443,DreamWorks SKG
7443,Aardman Animations
7443,DreamWorks Animation
7443,Pathé
2024,Centropolis Entertainment
2024,Columbia Pictures Corporation
2024,Mutual Film Company
2024,Global Entertainment Productions GmbH & Company Medien KG
9532,New Line Cinema
9532,Zide-Perry Productions
9532,Hard Eight Pictures
6282,Jerry Bruckheimer Films
6282,Touchstone Pictures
2085,Silver Pictures
2085,Warner Bros.
3536,Universal Pictures
3536,Canal Plus
3536,Dino De Laurentiis Company
71,BBC Films
71,Tiger Aspect Productions
71,StudioCanal
71,Arts Council of England
71,Working Title Films
9679,Jerry Bruckheimer Films
9679,Touchstone Pictures
462,Jersey Films
1597,DreamWorks SKG
1597,Universal Pictures
1597,Tribeca Productions
1597,Nancy Tenenbaum Films
134,Universal Pictures
134,Studio Canal
134,Touchstone Pictures
2787,Interscope Communications
2787,Polygram Filmed Entertainment
14181,New Line Cinema
10501,DreamWorks Animation
1493,Village Roadshow Pictures
1493,Castle Rock Entertainment
1493,NPV Entertainment
1493,Fortis Films
1493,Warner Bros.
10559,New Line Cinema
641,Artisan Entertainment
10647,Bel Air Entertainment
10647,Warner Bros.
16366,DreamWorks Animation
16366,DreamWorks Home Entertainment
16366,Universal Home Video
9383,Columbia Pictures Corporation
9383,Global Entertainment Productions GmbH & Company Medien KG
9600,Twentieth Century Fox Film Corporation
9600,Regency Enterprises
1359,Lions Gate Films
1359,Edward R. Pressman Film
1359,Muse Productions
16,Fine Line Features
16,Zentropa Entertainments
16,Danmarks Radio (DR)
16,SVT Drama
16,Arte
9285,DreamWorks SKG
9285,The Montecito Picture Company
10637,Walt Disney Pictures
10637,Jerry Bruckheimer Films
10637,Technical Black
10637,Run It Up Productions Inc.
2046,Lakeshore Entertainment
2046,Alphaville Films
4958,DreamWorks SKG
4958,Twentieth Century Fox Film Corporation
4958,Wildwood Enterprises
4958,Epsilon Motion Pictures
4958,Allied Filmmakers
1900,USA Films
1900,Initial Entertainment Group (IEG)
1900,"Bedford Falls Company, The"
1900,Compulsion Inc.
1900,Splendid Medien AG
8859,Twentieth Century Fox Film Corporation
8859,Alcon Entertainment
5994,Universal Pictures
24102,Universal Cartoon Studios
8452,Columbia Pictures
8452,Phoenix Pictures
11478,Universal Pictures
11478,Original Film
11478,Newmarket Capital Group
11478,Cranium Films
13930,Pixar Animation Studios
2123,Twentieth Century Fox Film Corporation
2123,Conundrum Entertainment
8584,Spyglass Entertainment
8584,Roger Birnbaum Productions
8584,Touchstone Pictures
9741,Limited Edition Productions Inc.
9741,Touchstone Pictures
9741,Blinding Edge Pictures
9741,Barry Mendel Productions
5551,Village Roadshow Pictures
5551,Malpaso Productions
5551,Mad Chance
5551,Warner Bros.
5551,Clipsal Films
2069,Franchise Pictures
2069,Warner Bros.
2069,Morgan Creek Productions
2069,Nine Yards Productions
2069,Rational Packaging Company
786,Columbia Pictures
786,Vinyl Films
786,DreamWorks Pictures
1588,Beacon Communications
392,Miramax Films
392,David Brown Productions
392,Fat Free
243,Buena Vista
243,Touchstone Pictures
8870,Village Roadshow Pictures
8870,NPV Entertainment
8870,Warner Bros.
8870,The Canton Company
8870,Mars Production Pty. Ltd.
2067,Spyglass Entertainment
2067,The Jacobson Company
2067,Touchstone Pictures
2067,Red Horizon Productions
8843,New Line Cinema
8843,Avery Pix
8843,Radical Media
8843,Katira Productions GmbH & Co. KG
8843,Caro-McLeod
479,Paramount Pictures
479,Scott Rudin Productions
15653,Walt Disney Pictures
15653,DisneyToon Studios
10461,Franchise Pictures
10461,Warner Bros.
10461,Morgan Creek Productions
10461,The Canton Company
10393,Warner Bros.
10685,Universal Pictures
889,Universal Pictures
889,Amblin Entertainment
7290,Cinevent
7290,Helkon Media AG
11973,New Line Cinema
11973,Tig Productions
1907,20th Century Fox
1907,Figment Films
1619,NO_DATA
16234,DC Comics
16234,Warner Bros. Animation
2133,Warner Bros.
2133,Baltimore Spring Creek Productions
2133,Radiant Productions
24476,Universal Pictures
9678,New Line Cinema
9678,Avery Pix
9678,Happy Madison Productions
19457,Miramax Films
19457,Industry Entertainment
7450,Twentieth Century Fox Film Corporation
7450,David Kirschner Productions
7450,Fox Animation Studios
10468,Columbia Pictures
4234,Konrad Pictures
4234,Craven-Maddalena Films
4234,Dimension Films
10429,Hacker Productions
11678,Columbia Pictures Corporation
11678,Global Entertainment Productions GmbH & Company Medien KG
2155,Dimension Films
2155,Marty Katz Productions
10473,NO_DATA
10569,DreamWorks SKG
16187,Walt Disney Pictures
16187,Pixar Animation Studios
16187,Walt Disney Television Animation
15655,Walt Disney Pictures
10471,New Line Cinema
10577,Neo Art & Logic
10577,Dimension Films
10577,Wes Craven Films
13526,StudioCanal
13526,Miracle Pictures
13526,Palomar Pictures (II)
13526,Manifest Film Company
13785,Castle Rock Entertainment
7093,Canal Plus
12212,NO_DATA
11978,Fox 2000 Pictures
2655,DreamWorks SKG
2655,Twentieth Century Fox Film Corporation
2655,ImageMovers
10479,Paramount Pictures
10479,Seven Arts Pictures
10479,Munich Film Partners & Company (MFP) ROE Production
711,Fountainbridge Films
711,Laurence Mark Productions
711,Columbia Pictures Corporation
711,Finding Forrester Productions
10687,Regency Enterprises
10687,Haft Entertainment
10687,New Regency Pictures
10687,KirchMedia
20682,Bel Air Entertainment
20455,Saban Entertainment
20455,Toei
10571,Dimension Films
9871,Copperheart Entertainment
10481,Walt Disney Pictures
10481,Cruella Productions
12107,Imagine Entertainment
12107,Universal Pictures
34729,NO_DATA
4967,Spyglass Entertainment
4967,Touchstone Pictures
4967,Triple Threat Talent
5833,The Harvey Entertainment Company
10383,New Line Cinema
10384,United Artists
10384,Metro-Goldwyn-Mayer (MGM)
10384,Hammerhead Productions
10384,Screenland Pictures
110147,NO_DATA
5458,Original Film
5458,Newmarket Capital Group
5458,Columbia TriStar Television
876,New Amsterdam Entertainment
876,Tandem Communications
10862,Miramax Films
6521,Battleplan Productions
6521,DreamWorks Pictures
10642,Columbia Pictures
10564,20th Century Fox
10564,Wind Dancer Films
10480,Gramercy Pictures
10480,USA Films
10480,Intermedia
11983,Castle Rock Entertainment
11983,Warner Bros.
11398,Amen Ra Films
11398,Franchise Pictures
11398,Warner Bros.
11398,Morgan Creek Productions
16222,Columbia Pictures Corporation
11004,Paramount Pictures
11004,Scott Rudin Productions
11004,Toho-Towa
11004,Mutual Film Company
11004,British Broadcasting Corporation (BBC)
4244,Walt Disney Pictures
9519,NO_DATA
16340,Paramount Pictures
16340,Nickelodeon Movies
16340,Paramount Animation
12211,Davis-Panzer Productions
12211,Dimension Films
14736,40 Acres & A Mule Filmworks
10597,NO_DATA
10035,Dream Entertainment
14629,Fox Searchlight Pictures
11826,Fox Searchlight Pictures
11826,Kanzaman
11826,Filmfour
11826,Recorded Picture Company (RPC)
10391,Paramount Pictures
10391,Icon Entertainment International
10391,Munich Film Partners & Company (MFP) BTC Productions
18041,Warner Bros. Pictures
10876,Fox Searchlight Pictures
10876,Industry Entertainment
10876,Walrus & Associates
10876,Hollywood Partners
10876,Charenton Productions
318,Kintop Pictures
1831,Paramount Pictures
1831,Lakeshore Entertainment
31067,Warner Bros. Television
11849,New Line Cinema
11849,Silver Pictures
11849,Sweetpea Entertainment
9456,Dimension Pictures
16888,SNL Studios
9791,NO_DATA
10688,Miramax Films
10688,double A Films
10562,Revelations Entertainment
10562,TF1 International
20697,Bel Air Entertainment
20697,Warner Bros.
12490,NO_DATA
10560,Columbia Pictures
5001,El Mar Pictures
5001,Grandview Pictures
41275,Unified Film Organization (UFO)
41275,Python Productions LLC
2621,Metro-Goldwyn-Mayer (MGM)
2621,JLT Productions
18884,Alliance Atlantis Communications
18884,Les Productions La Fête Inc.
11531,Artisan Entertainment
11531,Haxan Films
10472,Miramax Films
2360,Homerun Productions
2360,Portman Entertainment Group
2360,Rich Pickings
2360,Sky Pictures
2360,Wave Pictures
22597,NO_DATA
36897,NO_DATA
919,Aniplex
919,Production I.G.
18074,Hollywood Pictures
18074,Beacon Pictures
18074,Seven Arts Pictures
10416,Columbia Pictures
48246,Universal Cartoon Studios
48246,Bagdasarian Productions
25166,Code Entertainment
25166,Neverland Films
16225,Cine Groupe
29076,Hollywood Pictures
29076,Fortis Films
12597,Miramax Films
12597,Neo Art & Logic
12597,Dimension Films
40466,NO_DATA
4226,Endless Entertainment
4226,Rhino Films
4226,Sea Dragon
27723,New Oz Productions
27723,Red Horse Films
21311,Columbia Pictures
22230,Independent Film Channel
48617,CinéTé Filmproductie BV
14805,Castle Rock Entertainment
14805,Warner Bros.
36657,Twentieth Century Fox Film Corporation
36657,Donners' Company
36657,Bad Hat Harry Productions
36657,Marvel Enterprises
36657,Springwood Productions
19348,"Screen Gems, Inc."
19348,20th Century Fox Home Entertainment
28031,Team Todd
28031,HBO Films
41282,Skipped Parts Productions
9011,NO_DATA
4369,NO_DATA
14195,Canal+
14195,Artic Productions LLC
14195,Polar Entertainment Corporation
51861,NO_DATA
12806,NO_DATA
10763,Artisan Entertainment
10763,Sandcastle 5 Productions
10641,Lakeshore Entertainment
10641,Metro-Goldwyn-Mayer (MGM)
29946,Merchant Ivory Productions
29946,TF1 International
29572,NO_DATA
16275,NO_DATA
5257,Distant Horizons
5257,Working Dog
18168,Bórd Scannán na hÉireann
27745,Film4
27745,Nitrate Film
12619,Rogue Pictures
12619,Industry Entertainment
12619,Fresh Produce Company
18002,NO_DATA
10697,France 2 Cinéma
10978,Memfis Film
10978,Film i Väst
18394,Granada Film Productions
13539,20th Century Fox
36234,Screen Gems
36234,Red Mullet Productions
10783,Paramount Pictures
10783,StudioCanal
15489,Paramount Pictures
15489,Nickelodeon Movies
17908,Alcon Entertainment
17908,Warner Bros.
29512,Studio Canal
29512,Barenholtz Production
101514,Disney Channel
19349,Eagle Rock Entertainment
36968,Walt Disney Television
36968,Pacific Motion Pictures
18011,Trimark Pictures
12509,NO_DATA
10898,Walt Disney Pictures
10898,Walt Disney Animation Australia
10898,Walt Disney Animation Canada
10898,Walt Disney Television Animation
24100,New Line Cinema
197725,Walt Disney Pictures
10873,Saturn Films
37302,Cloud Ten Pictures
17208,Creative Thinking International Ltd.
20410,NO_DATA
17711,Universal Pictures
17711,Capella International
17711,KC Medien AG
17711,Tribeca Productions
742,Nordisk Film
742,Memfis Film
742,Key Films
15723,Franchise Pictures
15723,Trigger Street Productions
14295,Cappa Productions
14295,Hart-Sharp Entertainment
14295,Crush Entertainment
21355,Columbia Pictures
21355,Miramax Films
10394,Filmboard Berlin-Brandenburg (FBB)
10394,Pagoda Film
10394,Film4
10394,Little Bird
10394,NFH Productions
60587,Robert Greenwald Productions
60587,Endemol Entertainment
36380,Agencja Produkcji Filmowej
36380,Canal+ Polska
36380,Best Film
46406,NO_DATA
20993,NO_DATA
21991,Filmtown Entertainment Group
21991,El Dorado Pictures
21991,Green/Renzi
26450,NO_DATA
92208,Walt Disney Pictures
17856,NO_DATA
48868,NO_DATA
10385,Laurence Mark Productions
10385,Columbia Pictures Corporation
10385,Global Entertainment Productions GmbH & Company Medien KG
10385,Nora Ephron Productions
32536,Bitter Films
36047,Warner Bros. Pictures
97351,NO_DATA
20438,Good Machine
20438,Thunderhead Productions
18292,NO_DATA
44756,NO_DATA
78,Shaw Brothers
78,Warner Bros.
78,The Ladd Company
601,Universal Pictures
601,Amblin Entertainment
1091,Universal Pictures
1091,Turman-Foster Company
1368,Orion Pictures
6217,Universal Pictures
6217,RKO Pictures
97,Walt Disney Pictures
97,Lisberger/Kushner
1371,United Artists
609,SLM Production Group
609,Metro-Goldwyn-Mayer (MGM)
9387,Universal Pictures
9387,Dino De Laurentiis Company
150,Paramount Pictures
154,Paramount Pictures
13342,Universal Pictures
13342,Refugee Films
4193,EMI Films Ltd.
4193,G.W. Films
4193,Titan Productions
11639,Jim Henson Productions
11639,Incorporated Television Company (ITC)
11639,Henson Associates (HA)
12104,Goldcrest Films International
12104,Metro-Goldwyn-Mayer (MGM)
12104,Tin Blue
783,Columbia Pictures
783,Goldcrest Films International
783,Indo-British
783,International Film Investors
783,National Film Development Corporation of India
9576,Columbia Pictures Corporation
9576,Mirage Enterprises
9576,Punch Productions
9576,Delphi Films
2665,Paramount Pictures
262,Twentieth Century Fox Film Corporation
262,Embassy International Pictures
14742,Warner Bros.
14742,The Ladd Company
9699,United Artists
9699,Titan Productions
9699,Blake Edwards
9699,Amjo Productions
9699,Lakeline Productions Ltd.
9442,Universal Pictures
9442,Aspen Film Society
17918,DC Comics
11704,Metro-Goldwyn-Mayer (MGM)
13396,Snowman Enterprise
10150,Topcraft
10150,Rankin/Bass Productions
10150,Incorporated Television Company
2623,Paramount Pictures
2623,Lorimar Film Entertainment
29702,Sigma Cinematografica Roma
15764,Keith Barish Productions
15764,Incorporated Television Company
8288,Orion Pictures
9037,Paramount Pictures
16281,Warner Bros.
16281,Creepshow Films Inc.
16281,Laurel Entertainment Inc.
15739,Columbia Pictures
15739,Rastar Pictures
11314,IRE Productions
11314,Santa Fe Institute for Regional Education
15600,Universal Pictures
32085,Walt Disney Productions
11307,Warner Bros.
11307,Pan Arts
13945,Sorcerer Productions
24740,American Cinema Productions
37917,Malpaso Productions
11541,Metro-Goldwyn-Mayer (MGM)
11541,McElroy & McElroy
23805,Columbia Pictures
23805,Delphi Films
23805,Rastar Films
9728,Paramount Pictures
11564,Guerilla High Productions
10676,Universal Pictures
24226,20th Century Fox
27088,Golan-Globus Productions
12614,Metro-Goldwyn-Mayer (MGM)
12614,Artista Management
12614,Peerford Ltd.
10724,Malpaso Productions
22023,Universal Pictures
22023,RKO Pictures
22023,Efer Productions
27150,Columbia Pictures Corporation
27150,Topkick Productions
16235,Dino De Laurentiis Company
16235,Media Transactions
16363,Universal Pictures
23943,City Films
23943,Rose Films
23943,Thunder Associates
17590,Warner Bros.
9343,Werner Herzog Filmproduktion
9343,Pro-ject Filmproduktion
9343,Zweites Deutsches Fernsehen (ZDF)
9343,Wildlife Films Peru
9343,Filmverlag der Autoren
14373,Cannon Films
16441,Antares Produzione Cinematografica
16441,Metro-Goldwyn-Mayer (MGM)
11949,Columbia Pictures Corporation
11949,HandMade Films
10275,NO_DATA
27273,Rankin/Bass Productions
47886,Almena Films
47886,Film Ventures International (FVI)
47886,Filmirage
47886,Montoro Productions Ltd.
47886,Fort Films
24266,Cambridge Productions
47955,Paramount Pictures
27726,Arkoff International
27726,Larco Productions
30060,United Artists
30060,Nepenthe Productions
10831,British Film Institute (BFI)
41378,Shaw Brothers
39899,Hemdale Film
39899,FGH
39899,Filmco Limited
20980,Z Films Inc.
27813,Basket Case Productions
31044,Brooksfilms
31044,Metro-Goldwyn-Mayer (MGM)
27380,Golden Harvest Company
27380,Northshore Investments Ltd.
13776,Metro-Goldwyn-Mayer (MGM)
27475,Santa Fe Productions (I)
49483,Norman Rosemont Productions
49483,Claridge Productions
49483,Grafton Productions
42251,New World Pictures
19415,Filmways Pictures
31858,Central Independent Television
47957,The Legend Lives Company
32336,Mosfilm
37165,Paramount Pictures
37165,Scott Rudin Productions
95,Jerry Bruckheimer Films
95,Touchstone Pictures
95,Valhalla Motion Pictures
10674,Walt Disney Pictures
10674,Walt Disney Feature Animation
36647,New Line Cinema
36647,Amen Ra Films
36647,Imaginary Forces
36647,Marvel Enterprises
115,PolyGram Filmed Entertainment
115,Working Title Films
857,Paramount Pictures
857,DreamWorks SKG
857,Amblin Entertainment
857,Mutual Film Company
857,Mark Gordon Productions
9732,Walt Disney Pictures
9732,Walt Disney Animation Australia
9732,DisneyToon Studios
2109,New Line Cinema
9487,Walt Disney Pictures
9487,Pixar Animation Studios
9837,DreamWorks SKG
9837,DreamWorks Animation
8916,DreamWorks SKG
8916,Pacific Data Images (PDI)
8916,DreamWorks Animation
10216,Metro-Goldwyn-Mayer (MGM)
8195,United Artists
8195,FGM Entertainment
8195,United Artists Corporation
2666,New Line Cinema
2666,Mystery Clock Cinema
13761,Walt Disney Pictures
617,Columbia Pictures
617,Mandalay Entertainment
544,Twentieth Century Fox Film Corporation
846,Twentieth Century Fox Film Corporation
846,Ten Thirteen Productions
73,New Line Cinema
73,The Turman-Morrissey Company
73,Savoy Pictures
12159,PolyGram Filmed Entertainment
9798,Jerry Bruckheimer Films
9798,Scott Free Productions
9798,Touchstone Pictures
9798,No Such Productions
9313,United Artists Corporation
8656,Paramount Pictures
8656,DreamWorks SKG
8656,Zanuck/Brown Productions
8656,Manhattan Project
2157,New Line Cinema
2157,Irwin Allen Productions
2157,Prelude Pictures
2157,Saltire Entertainment
9631,Regency Enterprises
9631,Warner Bros.
297,Universal Pictures
297,City Light Films
944,Silver Pictures
944,Donner/Shuler-Donner Productions
944,Warner Bros.
3600,Columbia Pictures
3600,Mandalay Entertainment
3600,Summer Knowledge LLC
929,TriStar Pictures
929,Centropolis Film Productions
929,Toho Company
929,Independent Pictures (II)
929,Fried Films
6435,Village Roadshow Pictures
6435,DiNovi Pictures
6435,Fortis Films
6435,Warner Bros.
6435,Stargate Studios
10153,Punch Productions
10153,Warner Bros.
10153,Baltimore Pictures
10153,Constant c Productions
6068,Caravan Pictures
6068,Roger Birnbaum Productions
6068,Northern Lights Entertainment
6068,Touchstone Pictures
1878,Universal Pictures
1878,Summit Entertainment
1878,Rhino Films
1878,Fear and Loathing LLC
1878,Shark Productions
1934,Miramax Films
1934,Universal Pictures
1934,Bedford Falls Productions
9342,Amblin Entertainment
9342,TriStar Pictures
10663,Touchstone Pictures
1965,Kopelson Entertainment
1965,Warner Bros.
473,Truth and Soul Pictures Inc
473,Protozoa Pictures
473,Harvest Filmworks
473,Plantain Films
795,Atlas Entertainment
795,Regency Enterprises
795,Monarchy Enterprises B.V.
795,Warner Bros.
795,Taurus Film
9820,Walt Disney Pictures
8741,Fox 2000 Pictures
8741,Phoenix Pictures
8741,Geisler-Roberdeau
9745,Warner Bros.
9745,Azoff Entertainment
9745,The Canton Company
11551,Universal Pictures
11551,Amblin Entertainment
11551,DreamWorks Pictures
3050,Twentieth Century Fox Film Corporation
3050,Joseph M. Singer Entertainment
3050,Davis Entertainment
200,Paramount Pictures
9489,Warner Bros.
11808,Kopelson Entertainment
11808,Warner Bros.
4518,Channel Four Films
4518,PolyGram Filmed Entertainment
4518,Working Title Films
1389,Universal Pictures
1389,Jersey Films
11003,New Line Cinema
11003,Robert Simonds Productions
11003,Juno Pix
11545,Touchstone Pictures
9454,Twentieth Century Fox Film Corporation
10312,Universal Pictures
10312,Bungalow 78 Productions
10312,Blue Wolf
10312,Farrell/Minoff
9411,Atlas Entertainment
9411,Turner Pictures (I)
9877,Original Film
9877,TriStar Pictures
9877,Phoenix Pictures
9877,Canal+ Droits Audiovisuels
18937,Warner Bros. Animation
18937,Warner Bros. Family Entertainment
10220,Miramax Films
10220,Spanky Pictures
4415,Columbia Pictures
9424,Village Roadshow Pictures
9424,Beacon Communications
9424,Hoyts Film Partnership
9424,Metro-Goldwyn-Mayer (MGM)
9424,Behavioral Problem Productions Ltd.
9447,Kennedy Miller Productions
10941,Babylonian Productions
10941,Turner Network Television (TNT)
100,Handmade Films Ltd.
100,Summit Entertainment
100,PolyGram Filmed Entertainment
100,SKA Films
100,The Steve Tisch Company
11508,Saban Entertainment
11508,Fox Family Films
17037,Walt Disney Pictures
9441,Columbia Pictures
9441,1492 Pictures
9429,Paramount Pictures
9429,SNL Studios
547,Wildwood Enterprises
547,Touchstone Pictures
9822,Walt Disney Pictures
9822,RKO Pictures
9715,Twentieth Century Fox Film Corporation
9715,Fortis Films
11932,Midwinter Productions Inc.
9945,Columbia Pictures
9945,Largo Entertainment
9945,JVC Entertainment Networks
9945,Film Office
9945,Spooky Tooth Productions
3682,Redeemable Features
3682,FilmColony
3682,Miramax
3682,Dollface
9410,Twentieth Century Fox Film Corporation
9410,Art Linson Productions
20235,Walt Disney Television Animation
9882,Twentieth Century Fox Film Corporation
9882,Lynda Obst Productions
9882,"Bedford Falls Company, The"
8688,Paramount Pictures
8688,DeBart
8688,Touchstone Pictures
8688,Mel's Cite du Cinema
9827,Miramax Films
9827,Dimension Films
9440,Universal Pictures
9440,Mutual Film Company
10215,Paramount Pictures
10215,Miramax Films
10215,Intermedia Films
10215,Mirage Enterprises
17337,NO_DATA
26269,Paramount Pictures
26269,Scott Rudin Productions
26269,Cinehaus
16980,Castle Rock Entertainment
16980,PolyGram Filmed Entertainment
16980,Westerly Films
9320,Jerry Weintraub Productions
9320,Warner Bros.
24793,Walt Disney Pictures
8838,Imagine Entertainment
8838,Universal Pictures
22796,Caravan Pictures
22796,Hollywood Pictures
9448,TriStar Pictures
2657,New Line Cinema
2657,Larger Than Life Productions
11568,Universal Pictures
9469,40 Acres & A Mule Filmworks
9469,Touchstone Pictures
11258,Paramount Pictures
11258,Toho-Towa
11258,Mutual Film Company
11258,PolyGram Filmed Entertainment
11258,Marubeni
9422,Paramount Pictures
9422,Wildwood Enterprises
9422,Touchstone Pictures
33719,NO_DATA
14533,HBO Pictures
10683,Killer Films
10683,Good Machine
11702,Columbia Pictures Corporation
9458,TriStar Pictures
9458,Mandalay Entertainment
1808,NO_DATA
6396,Beyond Films
46992,Channel Four Films
46992,Arts Council of England
46992,British Screen Productions
3513,Quadra Entertainment
18316,Universal Pictures
28302,NEST Family Entertainment
9276,Dimension Films
9276,Los Hooligans Productions
825,Miramax Films
825,Hyperion Pictures
9821,Miramax Films
9466,Sweetland Films
9466,Magnolia Productions
9033,NO_DATA
14013,Zucker Brothers Productions
9812,Propaganda Films
9812,PolyGram Filmed Entertainment
9713,Caravan Pictures
9713,Touchstone Pictures
7096,NO_DATA
16146,Starway International Inc.
15805,DC Comics
15805,Warner Bros. Animation
15037,Columbia Pictures
11675,Dimension Films
11252,Imagine Entertainment
11252,Universal Pictures
12706,Channel Four Films
12706,Arte
12706,La Sept-Arte
2042,Initial Entertainment Group (IEG)
9457,Hollywood Pictures
9457,Cinergi Pictures Entertainment
9457,Calimari Productions
14283,Rhombus Media
14283,Channel Four Films
10223,Paramount Pictures
10029,Initial Entertainment Group (IEG)
10029,Interscope Communications
10029,VBT Productions
10029,Ballpark Productions Partnership
