id,production_companies
62728,BBC Films
62728,StudioCanal
62728,UK Film Council
73454,NO_DATA
63727,Filmax
36801,Columbia Pictures
36801,Sony International Motion Picture Production Group
30587,Comedy Central
51859,FUNimation Entertainment
51859,Madhouse
42918,Field Guide Media
25891,UTV Motion Pictures
25891,Michaelson Films
55785,StudioUrania
158675,NO_DATA
51299,NO_DATA
57419,Intermedia Network
44991,OneZero Productions
44991,Cinescape Productions
44991,6140 Productions
44991,Brillhart / Gonzales Productions
43939,They Are Going To Kill Us Productions
59435,Silverwood Films
59435,iDeal Partners Film Fund
59435,J2 Pictures
35221,Horizon Pictures
35221,K. JAM Media
35221,Bridgegate FIlms
35221,Pangea Media Group
46689,O2 Filmes
46689,Almega Projects
51402,NO_DATA
47088,Wild Bunch
47088,Likely Story
47088,Tax Credit Finance
47088,3 Arts Entertainment
41371,NO_DATA
34583,Agora Entertainment
52454,The Asylum
46789,Nimbus Film Productions
62878,Reunion Pictures
41556,10th Hole Productions
41556,Benaroya Pictures
41556,Four of a Kind Productions
34335,Hartbreak Films
41584,British Broadcasting Corporation (BBC)
47911,NO_DATA
51888,NO_DATA
71700,Rampart Films
71700,Raven West Films Ltd.
71700,Resonance Film & Video
57018,BAC Films
51823,NO_DATA
45556,F G Film Productions
45556,Premiere Bobine
45556,Screen Tasmania
45752,Warner Home Video
46713,NGN Productions
46713,"Nasser Group, North"
44160,Filmstiftung Nordrhein-Westfalen
44160,Eurimages
44160,MEDIA Programme of the European Union
44160,ZDF/Arte
44160,Heimatfilm
44944,Lions Gate Films
40080,MGM Television
74518,Capture The Flag Films
74518,Noodles Production
74518,Les Films Esplanade
74518,Les Films du Territoire
68523,NO_DATA
70925,Sixteen Films
70925,See Saw Films
39440,Paramount Pictures
63578,Revolution Films
63578,British Broadcasting Corporation (BBC)
54700,Flatland Pictures
54700,Saturn Harvest Films
54700,Khartoum
56812,NO_DATA
45368,Alexandre Films
45368,New Light Films
47763,Brookstreet Pictures
47763,Wesley Clover Media
42833,NO_DATA
53459,Gatlin Pictures
53459,Black Robe
53459,Capital Markets Film Finance
49958,NO_DATA
56743,NO_DATA
33602,Ruby Films
33602,HBO Films
55632,NO_DATA
46020,NO_DATA
352812,Walt Disney
51794,NO_DATA
48373,NO_DATA
40911,NO_DATA
57120,Film Science
57120,Evenstar Films
34134,NO_DATA
55246,NALA Films
57627,Sahamongkol Film International Co. Ltd.
57627,Workpoint Entertainment
41345,Gunslinger
41345,Gateway Films
52333,Cinética Filmes e Produções
46138,BBC Films
46138,HanWay Films
46138,UK Film Council
46138,Audley Films LLP
46138,Lipsync Productions
74471,Indelible Productions
39522,The Global Asylum
88212,NO_DATA
40720,Gaumont
40720,Original Media
40720,Artina Films
40720,Radar Pictures
40720,Hannover House
40170,NO_DATA
31967,Dong Woo Animation
53778,NO_DATA
38033,Tiger Tail Entertainment
38033,Deon Taylor Enterprises
48243,Skopia Film
48243,Mythberg Films
48243,Cylinder Production
54532,TLA Releasing
54532,Cinema 175
54532,Whitestone Acquisitions
41120,NO_DATA
66195,Splendid Film
46665,NO_DATA
43922,Samuel Goldwyn Films
43922,WWE Studios
35688,Lions Gate Films
35688,The Tyler Perry Company
48186,NO_DATA
39333,NO_DATA
64108,Ominous Productions
64108,NWR Film Productions
52850,NO_DATA
35791,Impact Pictures
35791,Davis-Films
35791,Constantin Film Produktion
31196,New Artists Alliance
38883,M6 Films
38883,Same Player
38883,Pathé
62592,NO_DATA
27584,Donau Filmproduktion
50037,Chromewood Productions
70862,Lux Digital Pictures
70862,End Films
11761,Lionsgate
44737,Studio Canal
65056,Secret Handshake Entertainment
35691,Mercy Creek Entretainment
57011,Nikkatsu
57011,North CKY
36956,NO_DATA
47177,Intandem Films
47177,HMR Films
47177,Black & Blue Films
63498,Isle of Man Film
63498,HanWay Films
63498,Magic Light Pictures
63498,CinemaNX
63498,Televisió de Catalunya TV3
59110,Bórd Scannán na hÉireann
43552,Plum Pictures
43552,Herrick Entertainment
43552,Mandalay Vision
43552,Circle of Confusion
43552,Forest Park Pictures
70712,NO_DATA
53807,Media Asia Films
64786,Sahamongkol Film
46368,OffSpring Productions
46368,Workshop Films 2
70448,NO_DATA
45022,Safehouse Pictures
45022,Deerjen Films
45022,Lookbook Films
50099,Kunal Kohli Productions
50099,Reliance Big Pictures
40663,HBO Documentary Films
72914,NO_DATA
53190,NO_DATA
127717,NO_DATA
52349,Mandarin Films
63348,NO_DATA
40016,NO_DATA
42189,NO_DATA
51764,TLA Releasing
315620,NO_DATA
52414,NO_DATA
49679,PVR Cinemas
49679,Hari Om Entertainment Co.
49679,Blockbuster Movie Entertainers
30886,NO_DATA
52060,ABC Family
42966,NO_DATA
40188,UGC YM
36736,Comedy Central
36736,Six Point Harness
45839,Derf Films
45839,Varsity Pictures
52605,TLA Releasing
53344,NO_DATA
39486,Walt Disney Pictures
39486,Fast Track Productions
39486,Mayhem Pictures
42950,NO_DATA
55244,First Thought Films
46718,DC Comics
46718,Warner Bros. Animation
40777,UTV Motion Pictures
69480,NO_DATA
37757,NO_DATA
45523,NO_DATA
58107,Ordet Studio
26214,NO_DATA
241829,NO_DATA
39356,New Zealand Film Commission
39356,Unison Films
39356,Whenua Films
56811,NO_DATA
53844,Gaumont
45644,NO_DATA
37058,NO_DATA
72013,NO_DATA
44950,Snowfort Pictures
44950,Site B
44950,Arable Entertainment
54527,NO_DATA
24243,Gullane Filmes
41397,Break Thru Films
40025,NO_DATA
550,Regency Enterprises
550,Fox 2000 Pictures
550,Taurus Film
550,Linson Films
550,Atman Entertainment
603,Village Roadshow Pictures
603,Groucho II Film Partnership
603,Silver Pictures
603,Warner Bros.
14,DreamWorks SKG
14,Jinks/Cohen Company
1893,Lucasfilm
564,Universal Pictures
564,Alphaville Films
497,Castle Rock Entertainment
497,Darkwoods Productions
497,Warner Bros.
745,Spyglass Entertainment
745,The Kennedy/Marshall Company
745,Hollywood Pictures
745,Barry Mendel Productions
36643,Eon Productions
796,Columbia Pictures
796,Cruel Productions
796,Newmarket Capital Group
2668,Paramount Pictures
2668,American Zoetrope
2668,Mandalay Pictures
2668,Tim Burton Productions
2668,Karol Film Productions
37135,Walt Disney Pictures
2105,Universal Pictures
2105,Summit Entertainment
2105,Newmarket Capital Group
2105,Zide-Perry Productions
1844,Fountainbridge Films
1844,Regency Enterprises
863,Walt Disney Pictures
863,Pixar Animation Studios
4951,Mad Chance
4951,Jaret Entertainment
4951,Touchstone Pictures
509,Bookshop Productions
509,Notting Hill Pictures
509,Working Title Films
509,Polygram Filmed Entertainment
817,New Line Cinema
817,Eric's Boy
226,Fox Searchlight Pictures
226,The Independent Film Channel Productions
226,IFC Films
226,Killer Films
226,Hart-Sharp Entertainment
9008,Spyglass Entertainment
9008,Forward Pass
9008,Kaitz Productions
9008,Mann/Roth Productions
9008,Touchstone Pictures
926,DreamWorks SKG
926,Gran Via Productions
345,Hobby Films
345,Pole Star
345,Stanley Kubrick Productions
345,Warner Bros.
492,Gramercy Pictures
492,Propaganda Films
492,Single Cell Pictures
9535,Spring Creek Productions
9535,Warner Bros.
9535,Tribeca Productions
9535,Baltimore Pictures
10137,Columbia Pictures Corporation
10137,Global Medien KG
10137,Franklin/Waterman Productions
9481,Universal Pictures
9481,Columbia Pictures Corporation
8487,"Todman, Simon, LeMasters Productions"
8487,Warner Bros.
8487,Peters Entertainment
8487,Sonnenfeld Josephson Worldwide Entertainment
1911,Touchstone Pictures
9946,Beacon Communications
1715,Nina Saxon Film Design
1715,FilmColony
1715,Miramax
10386,Warner Bros. Animation
8914,Village Roadshow Pictures
8914,Warner Bros.
8914,Riche-Ludwig Productions
8914,Groucho III Film Partnership
9473,Paramount Pictures
9473,Scott Rudin Productions
9473,Comedy Central
9473,Warner Bros.
9473,Comedy Central Films
2112,Paramount Pictures
2112,Icon Entertainment International
4806,Paramount Pictures
4806,Lakeshore Entertainment
4806,Touchstone Pictures
4806,Interscope Communications
10314,Miramax Films
10314,Tapestry Films
10314,FilmColony
10398,Paramount Pictures
8374,Franchise Pictures
8374,Brood Syndicate
8374,B.D.S. Productions Inc.
1542,Twentieth Century Fox Film Corporation
1542,Cubicle Inc.
1443,American Zoetrope
2277,Laurence Mark Productions
2277,1492 Pictures
2277,Columbia Pictures Corporation
2277,Touchstone Pictures
2277,Radiant Productions
2667,Artisan Entertainment
2667,Haxan Films
622,Bac Films
622,Kino Vision
622,Orly Films
622,R.P. Productions
622,Vía Digital
10400,Universal Pictures
10400,Beacon Communications
10400,Azoff Entertainment
1090,Columbia Pictures
1090,Centropolis Film Productions
9032,Columbia Pictures
8649,Paramount Pictures
8649,Touchstone Pictures
8649,De Fina-Cappa
8224,Columbia Pictures Corporation
8224,Hofflund/Polone
8224,Global Entertainment Productions GmbH & Company Medien KG
1832,Lions Gate
1832,View Askew Productions
3558,Columbia Pictures Corporation
3558,3 Arts Entertainment
3558,Global Entertainment Productions GmbH & Company Medien KG
3558,Red Wagon Entertainment
15400,Walt Disney Television Animation
11618,DreamWorks SKG
11618,Roth-Arnold Productions
1641,DreamWorks SKG
1641,Roth-Arnold Productions
11622,New Line Cinema
11622,Forge
11622,Midnight Sun Pictures
11374,Imagine Entertainment
11374,Universal Pictures
10207,Bel Air Entertainment
10207,DiNovi Pictures
10207,Tiger Productions
2275,Paramount Pictures
2275,MFP Munich Film Partners GmbH & Company I. Produktions KG
2275,Krane Entertainment
2275,Neufeld Rehme Productions
10307,FGM Entertainment
10307,Metro-Goldwyn-Mayer (MGM)
11601,Artisan Entertainment
9451,Paramount Pictures
9451,MTV Films
9451,Bona Fide Productions
332,Walt Disney Pictures
332,Caravan Pictures
334,New Line Cinema
334,Ghoulardi Film Company
334,The Magnolia Project
2020,New Line Cinema
2020,George Street Pictures
2020,The Lloyd Segan Company
9423,Universal Pictures
9423,BBC Films
9423,Dark Horse Entertainment
9423,Toho-Towa
9423,Mutual Film Company
1213,Paramount Pictures
1213,Miramax Films
1213,Timnick Films
1213,Mirage Enterprises
9825,Fox 2000 Pictures
9825,Phoenix Pictures
9825,Rocking Chair Productions
9781,New Line Cinema
9824,Universal Pictures
9824,Dark Horse Entertainment
9824,Golar Productions
4816,Bac Films
4816,Pandora Filmproduktion
4816,Degeto Film
4816,ARD
4816,JVC Entertainment Networks
49948,Walt Disney Pictures
49948,Walt Disney Television Animation
49948,Richard Purdum Productions
49948,Walt Disney Feature Animation
9430,Columbia Pictures
11355,Fox 2000 Pictures
11355,Flower Films (II)
11355,Bushwood Pictures
11355,Never Been Kissed Productions
12117,Spyglass Entertainment
12117,Touchstone Pictures
13466,Universal Pictures
6415,Village Roadshow Pictures
6415,Atlas Entertainment
6415,Warner Bros.
6415,Village-A.M. Partnership
6415,Coast Ridge
1850,Mutual Film Company
17707,Twentieth Century Fox Film Corporation
17707,Fox 2000 Pictures
17707,Adam Fields Productions
17707,Two Girls Productions
26177,Walt Disney Television
26177,Storyline Entertainment
26177,Chris Montan Productions
26177,Columbia TriStar Television
11377,Dark Castle Entertainment
11377,Warner Bros.
12095,A Band Apart
12095,Dimension Films
12095,Los Hooligans Productions
18621,Fox 2000 Pictures
18621,Dogstar Films
16716,Turner Network Television (TNT)
16716,Hallmark Entertainment
913,United Artists
913,Irish Dreamtime
12618,Columbia Pictures
1946,Alliance Atlantis Communications
1946,Natural Nylon Entertainment
1946,Serendipity Point Films
1946,Téléfilm Canada
20024,Columbia Pictures Corporation
11001,Columbia Pictures
7341,United Artists
7341,Red Bank Films
1073,Lakeshore Entertainment
1073,Screen Gems
1073,Arlington Road Productions Corporation
1073,Gorai / Samuelson Productions
1073,Samuelson Productions
38809,Bigel / Mailer Films
38809,Palm Pictures
54982,HBO
10563,Village Roadshow Pictures
10563,Warner Bros.
9455,New Line Cinema
9455,Illusion Entertainment Group
1439,Fox 2000 Pictures
12524,Overseas FilmGroup
12524,NDF International
12524,Clear Blue Sky Productions
12524,Urania Pictures S.r.l.
12524,Titus Productions Ltd.
41586,Universal Home Entertainment
10366,TriStar Pictures
10366,Baumgarten-Prophet Entertainment
10154,Castle Rock Entertainment
10154,Warner Bros.
12485,Aurora Productions
12485,Artisan Entertainment
17198,Earthbound Human Productions Inc.
11944,NO_DATA
12596,Regency Enterprises
12596,Fox 2000 Pictures
12596,Art Linson Productions
12596,Dogstar Films
12596,Taurus Film
10213,A Band Apart
10213,Dimension Films
10213,Los Hooligans Productions
2162,Warner Bros.
2162,Morgan Creek Productions
17771,Channel Four Films
17771,Dor Film Produktionsgesellschaft GmbH
17771,Alliance Atlantis Communications
17771,Serendipity Point Films
17771,Téléfilm Canada
6522,Imagine Entertainment
6522,Universal Pictures
21349,Twentieth Century Fox Film Corporation
21349,Fox 2000 Pictures
2900,New Line Cinema
2900,Mad Chance
9849,Walt Disney Pictures
10210,Fox Searchlight Pictures
10210,Regency Enterprises
10210,Taurus Film
10388,Artisan Entertainment
10397,Paramount Pictures
10397,Universal Pictures
12220,Universal Pictures
12220,Castle Rock Entertainment
14429,Twentieth Century Fox Film Corporation
14429,Grand March Productions
14429,Amy Robinson Productions
11119,Carousel Picture Company
27653,Universal Pictures
10208,Columbia Pictures
10208,"Jim Henson Company, The"
404,Walt Disney Pictures
404,Channel Four Films
404,Asymmetrical Productions
404,Les Films Alain Sarde
404,The Picture Factory
24137,Miramax Films
24137,Pyramide Productions
13099,Media Asia Films Ltd.
2290,Columbia Pictures
2290,Global Entertainment Productions GmbH & Company Medien KG
2290,Blue Wolf
2290,Kasso Inc. Productions
10402,Happy Madison Productions
10402,Quinta Communications
10402,Touchstone Pictures
16331,Home Box Office (HBO)
16331,River One Films
16331,New Crime Productions
6552,Columbia Pictures Corporation
6552,Team Todd
6552,Licht/Mueller Film Corporation
9563,Donners' Company
9563,Ixtlan
9563,Warner Bros.
30943,Columbia Pictures Corporation
30943,Mandalay Entertainment
10908,Davis-Films
10908,PM Entertainment Group
10908,KPI Productions
10908,Long Road Productions
10908,Lomax Productions
11129,Irish Screen
22314,Suntaur Entertainment Company
11353,Universal Pictures
10342,Konrad Pictures
10342,Dimension Films
10342,Interscope Communications
13787,Miramax Films
13787,India Take One Productions
10279,40 Acres & A Mule Filmworks
10279,Touchstone Pictures
14709,Paramount Pictures
14709,MTV Films
21039,Granada Film Productions
21039,Newmarket Capital Group
10350,20th Century Fox
10350,No Prisoners Productions
10350,Origin Systems Inc.
42739,Channel Four Films
42739,Portobello Pictures
42739,Fandango
42739,Mikado Film
20770,Ignite Entertainment
15556,Metro-Goldwyn-Mayer (MGM)
13824,SNL Studios
10354,The Zanuck Company
10354,Malpaso Productions
10354,Warner Bros.
3293,Turner Network Television
3293,Haft Entertainment
3293,St. Nick Productions
10490,New Line Cinema
10490,Capella International
10490,KC Medien AG
9684,Sweetland Films
9684,Magnolia Productions
10219,Universal Pictures
10219,The Kennedy/Marshall Company
16162,Universal Pictures
16162,40 Acres & A Mule Filmworks
16172,20th Century Fox
16172,Regency Enterprises
16172,New Regency Pictures
16172,Taurus Film
16172,Polar Entertainment Corporation
26149,Craven-Maddalena Films
26149,Miramax
19594,Fox Animation Studios
13428,CML Films
13428,Meridian Films
11779,NO_DATA
10390,Universal Pictures
10390,Beacon Pictures
15198,Hollywood Pictures
16379,Metro-Goldwyn-Mayer (MGM)
30923,NBC
30923,Hallmark Entertainment
16158,MTV Films
10399,BBC Films
10399,HAL Films
15256,Paramount Pictures
10212,Twentieth Century Fox Film Corporation
10212,Fox 2000 Pictures
10212,ETIC Films
10212,Heyday Films
10212,Engulf & Devour Productions Inc.
8970,Paramount Pictures
8970,Cherry Alley Productions
9465,October Films
9465,Moonstone Entertainment
9465,Elysian Dreams
9465,Kudzu
14242,Civilian Pictures
14242,Bluemark Productions
14242,C-Hundred Film Corporation
18681,Destination Films
10047,Columbia Pictures
10047,Gaumont
18417,Touchstone Pictures
70772,NO_DATA
35215,NO_DATA
22509,Lietuvos Kinostudija
22509,Punch Productions
5470,CTV International
20761,Touchstone Pictures
815,Turner Network Television
31183,Hallmark Entertainment
31183,RTL
24066,Miramax Films
24066,Marked Entertainment
53875,NO_DATA
13589,NO_DATA
24071,Touchstone Pictures
22267,Universal Pictures
22267,Good Machine
18212,British Columbia Film
18212,CITY-TV
18212,Government of British Columbia Film Incentive BC Program
18892,TriStar Pictures
18892,Crossroads Films
18892,Kramer-Tornell Productions
10496,Destination Films
46435,Newmarket Capital Group
46435,Goldwyn Films
46435,The Greenlight Fund
46435,Thin Man Films
16406,Columbia Pictures
31582,Metro-Goldwyn-Mayer (MGM)
47288,Rankin/Bass Productions
47288,Warner Bros. Animation
47288,NEST Family Entertainment
47288,Rich Animation Studios
47288,Warner Bros.
10916,Babylonian Productions
10916,Turner Network Television (TNT)
28029,Miramax Films
28029,Village Roadshow Pictures
28029,Groucho II Film Partnership
28029,Punch 21 Productions
10359,Interlight
10359,Baldwin/Cohen Productions
14005,Troma Entertainment
14005,Santa Monica Holdings
14578,Miramax Films
14578,Eagle Beach Productions
54004,Hollyridge Productions
5319,Bhansali Films
25752,Blue Rider Pictures
12479,Hollywood Pictures
28902,DreamWorks SKG
28902,Amblin Entertainment
14484,New Line Cinema
14484,Colomby/Keaton Productions
17078,Varahonar Company
194113,Tiger Aspect Productions
194113,Sky TV
12594,Artisan Entertainment
12594,CTV International
17709,Universal Pictures
17709,Joseph M. Singer Entertainment
17709,Davis Entertainment
16508,Walt Disney Pictures
29698,BBC Films
17870,Home Box Office (HBO)
17870,CR Enterprises
17870,Production Partners
1812,Fine Line Features
22345,TriStar Pictures
22345,Crystal Sky Worldwide
22345,Triumph
25172,NO_DATA
10381,Arts Council of England
10381,PolyGram Filmed Entertainment
10381,Working Title Films
28918,British Broadcasting Corporation (BBC)
64202,DC Comics
64202,Warner Bros. Family Entertainment
83965,NO_DATA
10557,BBC
10557,Assassin Films
10557,Film4
39964,Alcon Entertainment
39964,Dinamo Entertainment
199620,British Broadcasting Corporation (BBC)
199620,Discovery Channel
199620,Pro 7
199620,TV Asahi
199620,France 3 (FR 3)
24020,Film Roman Productions
36251,Warner Bros. Television
36251,Dualstar Productions
43423,NO_DATA
10482,Universal Pictures
10368,Medusa Produzione
10368,Cattleya
10368,Cineritmo
10368,Film and General Productions
32874,NO_DATA
34513,Cable Stuff Productions
53915,Rai Cinemafiction
53915,Fandango
53915,Mikado Film
40863,Media Asia Films Ltd.
40863,Jackie Chan Group
17681,Hanna-Barbera Productions
310154,NO_DATA
185789,Imagine Television
185789,Picture Factory
31524,NO_DATA
120,WingNut Films
120,New Line Cinema
120,The Saul Zaentz Company
671,1492 Pictures
671,Warner Bros.
671,Heyday Films
1018,Asymmetrical Productions
1018,Les Films Alain Sarde
1018,Babbo Inc.
1018,The Picture Factory
1018,Canal+
141,Pandora Cinema
141,Flower Films
141,Adam Fields Productions
585,Walt Disney Pictures
585,Pixar Animation Studios
644,DreamWorks SKG
644,Amblin Entertainment
644,Stanley Kubrick Productions
644,Warner Bros.
808,DreamWorks SKG
808,Pacific Data Images (PDI)
808,DreamWorks Animation
634,Miramax Films
634,Universal Pictures
634,Studio Canal
634,Working Title Films
634,Little Bird
161,Village Roadshow Pictures
161,Section Eight
161,NPV Entertainment
161,Jerry Weintraub Productions
161,Warner Bros.
676,Jerry Bruckheimer Films
676,Touchstone Pictures
1734,Universal Pictures
1734,Alphaville Films
1734,Imhotep Productions
10865,Walt Disney Pictures
10865,Walt Disney Feature Animation
1995,Paramount Pictures
1995,Toho-Towa
1995,Mutual Film Company
1995,Lawrence Gordon Productions
1995,British Broadcasting Corporation (BBC)
453,Imagine Entertainment
453,DreamWorks SKG
453,Universal Pictures
2770,Universal Pictures
2770,Liveplanet
2770,Zide-Perry Productions
9880,Walt Disney Pictures
9880,BrownHouse Productions
9880,Bottom of the Ninth Productions
824,Bazmark Films
824,Twentieth Century Fox Film Corporation
869,Twentieth Century Fox Film Corporation
869,Tim Burton Productions
869,"Zanuck Company, The"
9428,Touchstone Pictures
4133,New Line Cinema
853,Paramount Pictures
853,Swanford Films
853,Mandalay Pictures
853,Little Bird
853,KC Medien
855,Jerry Bruckheimer Films
855,Revolution Studios
855,Scott Free Productions
8835,Marc Platt Productions
8835,Metro-Goldwyn-Mayer (MGM)
9476,Columbia Pictures Corporation
9476,Escape Artists
9476,Black and Blu Entertainment
9476,Finestkind
9398,Paramount Pictures
9398,Village Roadshow Pictures
9398,NPV Entertainment
9398,Scott Rudin Productions
9398,Red Hour Productions
11397,Original Film
11397,Columbia Pictures Corporation
11397,Neal H. Moritz Productions
4248,Gold/Miller Productions
4248,Wayans Bros. Entertainment
4248,Dimension Films
4248,Brad Grey Pictures
5175,New Line Cinema
2034,Village Roadshow Pictures
2034,NPV Entertainment
2034,Warner Bros.
2034,Outlaw Productions (I)
2034,WV Films II
1933,Cruise/Wagner Productions
1933,Canal Plus
1933,Sogecine
1933,Las Producciones del Escorpion
1933,Lucky Red
12589,Nickelodeon Movies
12589,Universal Cartoon Studios
12589,Paramount Animation
2294,Dimension Films
2294,View Askew Productions
2294,Miramax
9778,Miramax Films
9778,Tapestry Films
9778,Simon Fields Productions
10992,Village Roadshow Pictures
10992,NPV Entertainment
10992,Mad Chance
10992,Zide-Perry Productions
10992,Warner Bros.
1903,Paramount Pictures
1903,Cruise-Wagner Productions
1903,Vinyl Films
13931,Pixar Animation Studios
2140,Twentieth Century Fox Film Corporation
2140,Current Entertainment
2140,Immortal Entertainment
2140,Canal+
2140,EuropaCorp
1535,Universal Pictures
1535,Metropolitan Filmexport
1535,Toho-Towa
1535,Red Wagon Productions
1535,Beacon Communications
9705,Village Roadshow Pictures
9705,NPV Entertainment
9705,Silver Pictures
9705,Warner Bros.
9705,Jonathan Krane Group
9889,Twentieth Century Fox Film Corporation
15167,Rainmaker Entertainment
18269,Walt Disney Pictures
18269,Walt Disney Animation Australia
18269,DisneyToon Studios
18269,Walt Disney Television Animation
9989,Industry Entertainment
9989,Epsilon Motion Pictures
9989,Hyde Park Films
9989,Metro-Goldwyn-Mayer (MGM)
2114,Columbia Pictures
2114,Square USA
2114,Chris Lee Productions
9081,Fox Searchlight Pictures
9081,Thousand Words
9081,Independent Film Channel (IFC)
9081,Detour Filmproduction
9081,Line Research
2057,Metro-Goldwyn-Mayer (MGM)
10808,Twentieth Century Fox Film Corporation
8007,Twentieth Century Fox Film Corporation
8007,Davis Entertainment
8922,United Artists
8922,American Zoetrope
8922,Cinerenta Medienbeteiligungs KG
8922,Cinerenta-Cinebeta
8922,VCL Communications
11232,Miramax Films
11232,Konrad Pictures
11467,Columbia Pictures
11467,Revolution Studios
11467,Roth-Arnold Productions
768,Twentieth Century Fox Film Corporation
768,Underworld Entertainment
2100,DreamWorks SKG
2043,Paramount Pictures
2043,AZL Productions KG
2043,David Brown Productions
2043,MFP Munich Film Partners
2043,Phase 1 Productions
39939,Fox Searchlight Pictures
39939,Broken Lizard Industries
2018,Columbia Pictures Corporation
2018,Intermedia Films
2018,Dee Gee Entertainment
2018,Tapestry Films
2018,Prufrock Pictures
9896,Paramount Pictures
9896,Fireworks Pictures
9896,Alphaville Films
5279,USA Films
11470,New Line Cinema
11470,Sean S. Cunningham Films
11470,Crystal Lake Entertainment
6073,DreamWorks SKG
6073,Newmarket Capital Group
6073,Lawrence Bender Productions
6073,Pistolero Productions LLC
10866,Regency Enterprises
10866,Epsilon Motion Pictures
10866,LivePlanet
10866,New Regency Pictures
10866,Bad Robot
10950,New Line Cinema
467,Cowboy Films
467,Film Council
467,Granada Film Productions
467,Impact Pictures
467,Pathé Pictures International
10596,Artisan Entertainment
10596,777 Films Corporation
10596,Millennium Films
10829,Stampede Entertainment
10829,Universal Family and Home Entertainment
2144,USA Films
12508,Warner Bros. Pictures
12508,Bel Air Entertainment
22643,NO_DATA
167,Intermedia Films
167,Lawrence Gordon Productions
167,Pathé Pictures International
12658,Fox 2000 Pictures
12658,Lynda Obst Productions
17203,Intermedia Films
17203,Mirage Enterprises
17203,West Eleven Films
17203,IMF Internationale Medien und Film GmbH & Co. Produktions KG
12103,20th Century Fox
12103,Village Roadshow Pictures
12103,NPV Entertainment
12103,Regency Enterprises
12103,Kopelson Entertainment
9378,Columbia Pictures Corporation
9378,Dark Castle Entertainment
9378,Warner Bros.
9378,13 Ghosts Productions Canada Inc.
9290,Bungalow Productions
9290,Silver Lion Films
9290,Vision View Entertainment
12149,Cinerenta Medienbeteiligungs KG
12149,American Entertainment Partners L.P.
12149,David Kirschner Productions
21448,Walt Disney Studios Home Entertainment
5852,Warner Bros. Pictures
5852,Franchise Pictures
5852,Morgan Creek Productions
11457,New Line Cinema
6440,Miramax Films
11313,Castle Rock Entertainment
1548,Jersey Films
1548,Granada Film Productions
1548,Capitol Films
1548,Mr. Mudd Production
1548,United Artists Pictures
2176,Original Film
2749,New Line Cinema
2749,Industry Entertainment
2749,Tribeca Productions
2749,New Redemption Pictures
11065,FilmEngine
11065,Chickie The Cop Production
11065,Daniel Fried Productions
11065,Rhulen Entertainment
20857,Paramount Pictures
20857,GHS Productions KG
20857,Munich Film Partners & Company (MFP) GHS Productions
20857,Nides/McCormick Productions
9397,DreamWorks SKG
9397,Columbia Pictures Corporation
9397,"Montecito Picture Company, The"
10050,Miramax
10833,Davis Entertainment
10833,Metro-Goldwyn-Mayer (MGM)
8489,Columbia Pictures Corporation
331214,HBO
10972,October Films
10972,USA Films
10972,Scout Productions
11371,Paramount Pictures
11371,Mandalay Pictures
11371,Horseshoe Bay Productions
1365,Lions Gate Films
1365,Lee Daniels Entertainment
10956,Columbia Pictures
10956,Happy Madison Productions
25587,Universal Cartoon Studios
10877,NPV Entertainment
10877,Warner Bros.
2575,Columbia Pictures
2575,Merlin Films
1921,Bel Air Entertainment
1921,Warner Bros.
8386,Universal Pictures
8386,Jersey Films
8386,Native Pictures Productions
16300,Paramount Pictures
16300,Alphaville Films
10646,Columbia Pictures
10646,Revolution Studios
6007,Maipo Film- og TV Produksjon
11086,Village Roadshow Pictures
11086,Castle Rock Entertainment
11086,NPV Entertainment
11086,Darkwoods Productions
12138,Franchise Pictures
12138,Warner Bros.
12138,Morgan Creek Productions
15024,Wolper Organization
15024,Turner Network Television (TNT)
15024,Constantin Film Produktion
15024,Warner Bros.
15024,Stillking Films
23949,The Independent Film Channel Productions
23949,Detour Filmproduction
23949,IFC Productions
23949,InDigEnt (Independent Digital Entertainment)
23949,Tape Productions Inc.
28635,Overseas FilmGroup
28635,GFT Entertainment
28635,Artisan Entertainment
28635,Blue Rider Pictures
28635,Paquin Entertainment Group
14034,Metro-Goldwyn-Mayer (MGM)
14752,Excel Entertainment
10016,Screen Gems
10016,Storm King Productions
10016,Animationwerks
10878,Village Roadshow Pictures
10878,NPV Entertainment
10878,Columbia Pictures Corporation
2779,DreamWorks SKG
2779,Gravier Productions
11091,Columbia Pictures
10706,Neo Art & Logic
10706,Dimension Films
12610,Conundrum Entertainment
12610,Warner Bros. Animation
12610,Warner Bros.
10778,The KL Line
10796,Columbia Pictures
10796,Revolution Studios
9104,Grosvenor Park Films LLP
9104,Film4
9104,Good Machine
24940,Universal Studios
10491,Senator Film Produktion
10491,Meespierson Film CV
10491,Intermedia Films
10491,Broadway Video
10491,Manhattan Pictures International
9799,Universal Pictures
9799,Original Film
9799,Ardustry Entertainment
9799,Mediastream Film GmbH & Co. Productions KG
441,Fine Line Features
441,Senator Film Produktion
441,Beverly Detroit
441,StudioCanal
441,Partizan
9816,MTV Films
9816,Cort/Madden Productions
19076,Alcon Entertainment
9517,StudioCanal
59940,Alliance Atlantis Communications
1999,Miramax Films
1999,GreeneStreet/SKE Films
10054,Dimension Films
10054,Troublemaker Studios
10054,Miramax
5955,Epsilon Motion Pictures
5955,Franchise Pictures
5955,Morgan Creek Productions
5955,Clyde Is Hungry Films
